iter	Passed	Remaining
617	124354	76866
618	124569	76673
619	124805	76493
620	125067	76329
621	125306	76151
622	125530	75963
623	125728	75759
624	125926	75555
625	126124	75352
626	126321	75148
627	126521	74946
628	126724	74745
629	126926	74543
630	127132	74345
631	127323	74137
632	127500	73922
633	127692	73714
634	127886	73509
635	128082	73304
636	128282	73102
637	128467	72892
638	128659	72685
639	128852	72479
640	129049	72275
641	129242	72069
642	129444	71869
643	129638	71663
644	129833	71458
645	130035	71258
646	130234	71055
647	130427	70849
648	130616	70641
649	130812	70437
650	131015	70237
651	131223	70039
652	131424	69837
653	131606	69626
654	131814	69429
655	132039	69240
656	132240	69039
657	132433	68833
658	132614	68621
659	132791	68407
660	132986	68203
661	133176	67996
662	133369	67791
663	133557	67583
664	133753	67379
665	133941	67171
666	134139	66969
667	134326	66761
668	134521	66557
669	134711	66350
670	134907	66146
671	135093	65938
672	135287	65733
673	135476	65527
674	135669	65322
675	135851	65112
676	136056	64913
677	136255	64711
678	136451	64508
679	136642	64302
680	136838	64099
681	137046	63901
682	137251	63702
683	137458	63504
684	137646	63297
685	137837	63091
686	138044	62893
687	138242	62691
688	138436	62487
689	138626	62281
690	138834	62083
691	139027	61879
692	139226	61677
693	139425	61475
694	139607	61266
695	139801	61062
696	140006	60863
697	140203	60661
698	140394	60456
699	140580	60248
700	140775	60045
701	140977	59845
702	141173	59642
703	141363	59436
704	141563	59235
705	141758	59032
706	141966	58834
707	142163	58632
708	142351	58426
709	142549	58224
710	142751	58023
711	142949	57822
712	143157	57624
713	143375	57430
714	143600	57239
715	143785	57032
716	143980	56829
717	144180	56628
718	144379	56426
719	144582	56226
720	144777	56023
721	144987	55826
722	145185	55624
723	145372	55418
724	145568	55215
725	145771	55015
726	145956	54808
727	146167	54611
728	146369	54411
729	146556	54205
730	146741	53999
731	146936	53796
732	147140	53597
733	147335	53394
734	147539	53194
735	147732	52990
736	147925	52787
737	148133	52589
738	148326	52385
739	148526	52184
740	148718	51981
741	148910	51777
742	149122	51580
743	149325	51380
744	149527	51180
745	149710	50973
746	149906	50771
747	150108	50571
748	150313	50372
749	150513	50171
750	150710	49969
751	150905	49766
752	151104	49565
753	151297	49362
754	151480	49155
755	151673	48952
756	151864	48749
757	152073	48551
758	152276	48351
759	152475	48150
760	152673	47948
761	152861	47744
762	153052	47540
763	153249	47338
764	153459	47141
765	153664	46941
766	153873	46743
767	154073	46543
768	154276	46343
769	154468	46139
770	154664	45938
771	154881	45742
772	155109	45549
773	155300	45346
774	155487	45141
775	155681	44938
776	155887	44739
777	156116	44547
778	156319	44347
779	156505	44142
780	156700	43940
781	156897	43738
782	157099	43538
783	157295	43336
784	157491	43134
785	157696	42935
786	157885	42731
787	158080	42529
788	158270	42325
789	158474	42126
790	158667	41923
791	158869	41723
792	159071	41523
793	159261	41319
794	159453	41116
795	159835	40962
796	160127	40785
797	160337	40586
798	160539	40386
799	160740	40185
800	160938	39983
801	161139	39782
802	161329	39578
803	161510	39373
804	161700	39169
805	161885	38964
806	162091	38765
807	162287	38563
808	162482	38361
809	162676	38158
810	162870	37956
811	163069	37755
812	163262	37552
813	163445	37347
814	163634	37144
815	163832	36942
816	164015	36737
817	164223	36538
818	164404	36333
819	164601	36132
820	164799	35930
821	164990	35727
822	165183	35525
823	165376	35323
824	165567	35120
825	165759	34917
826	165953	34715
827	166137	34511
828	166342	34311
829	166571	34117
830	166771	33916
831	166955	33712
832	167139	33508
833	167330	33305
834	167519	33102
835	167709	32899
836	167891	32695
837	168087	32494
838	168281	32292
839	168469	32089
840	168655	31886
841	168864	31687
842	169054	31484
843	169249	31283
844	169435	31079
845	169623	30877
846	169810	30674
847	170011	30473
848	170209	30272
849	170401	30070
850	170587	29867
851	170772	29664
852	170957	29461
853	171155	29260
854	171377	29064
855	171573	28862
856	171759	28659
857	171958	28459
858	172165	28259
859	172355	28057
860	172543	27855
861	172727	27652
862	172912	27449
863	173105	27248
864	173308	27048
865	173496	26845
866	173689	26644
867	173880	26442
868	174078	26241
869	174267	26040
870	174462	25838
871	174657	25637
872	174850	25436
873	175064	25238
874	175259	25037
875	175437	24833
876	175629	24632
877	175821	24430
878	176014	24229
879	176205	24027
880	176400	23827
881	176593	23625
882	176785	23424
883	176984	23224
884	177184	23024
885	177378	22822
886	177580	22622
887	177794	22424
888	178047	22230
889	178266	22032
890	178467	21832
891	178665	21632
892	178874	21432
893	179072	21232
894	179271	21031
895	179473	20831
896	179672	20631
897	179872	20430
898	180076	20231
899	180273	20030
900	180471	19829
901	180670	19629
902	180869	19428
903	181063	19227
904	181258	19027
905	181454	18826
906	181657	18626
907	181847	18425
908	182055	18225
909	182275	18027
910	182476	17827
911	182675	17626
912	182873	17426
913	183079	17226
914	183280	17026
915	183475	16825
916	183678	16625
917	183880	16425
918	184091	16225
919	184296	16025
920	184497	15825
921	184698	15625
922	184898	15424
923	185108	15225
924	185317	15025
925	185519	14825
926	185717	14625
927	185932	14425
928	186135	14225
929	186341	14025
930	186530	13824
931	186731	13624
932	186934	13424
933	187130	13223
934	187327	13022
935	187518	12821
936	187718	12621
937	187916	12420
938	188130	12221
939	188334	12021
940	188537	11821
941	188741	11621
942	188941	11420
943	189153	11220
944	189365	11021
945	189597	10822
946	189814	10623
947	190009	10422
948	190220	10222
949	190427	10022
950	190630	9822
951	190840	9622
952	191044	9421
953	191251	9221
954	191457	9021
955	191664	8821
956	191878	8621
957	192117	8422
958	192330	8222
959	192530	8022
960	192730	7821
961	192933	7621
962	193145	7420
963	193348	7220
964	193557	7020
965	193761	6819
966	193967	6619
967	194177	6419
968	194378	6218
969	194584	6018
970	194784	5817
971	194985	5616
972	195182	5416
973	195393	5215
974	195600	5015
975	195801	4814
976	196010	4614
977	196219	4413
978	196443	4213
979	196652	4013
980	196865	3812
981	197081	3612
982	197298	3412
983	197518	3211
984	197730	3011
985	197947	2810
986	198169	2610
987	198398	2409
988	198628	2209
989	198848	2008
990	199079	1807
991	199296	1607
992	199534	1406
993	199766	1205
994	200000	1005
995	200234	804
996	200449	603
997	200689	402
998	200935	201
999	201223	0
